Arkkipiispa Victor de Bouthillier,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Kohtaaminen Weimarissa,Kiasma,2003,Skopin kokoelma
Arne Cederholm ja malli,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Vanha torni,Ateneum,1901,Antellin kokoelmat
Vanha torni,Ateneum,1901,Antellin kokoelmat; Collanin kokoelma
Harjoitelma maalaukseen Pietà,Ateneum,1916,Herman ja Elisabeth Hallonbladin kokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Saari,Ateneum,no date,Tuomo Sepon kokoelma
Pikkukaupungin rakkaus,Kiasma,2003,Skopin kokoelma
Hyppivä tyttö,Ateneum,no date,Tuomo Sepon kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Pyhä Luukas,Ateneum,2012,Risto Vilhunen
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Maisema Suomenlinnasta,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Kaksi lasta,Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Schelte a Bolswert,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Schelte a Bolswert,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Economia alla specchio,Kiasma,1990,Porkkana r.y. - Morot r.f.
"Madonna ja lapsi, P. Fransiskus ja P. Hieronymus",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Madonna ja lapsi, P. Fransiskus ja P. Hieronymus",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Marsalkka Sebastian de Pontaut,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Marsalkka Sebastian de Pontaut,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Runous (Poesi),Ateneum,2007,Ritva ja Erkki Laaton kokoelma
"Jumalanäidin kuolonuneen nukkuminen, venäläinen ikoni",Sinebrychoffin taidemuseo,1962,Antellin kokoelmat
Pelipöydät,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Näyttelijä Seki Sanjuro II näytelmässä Kanadehon chusingura (Uskolliset vasallit),Ateneum,1908,Antellin kokoelmat
Pian del Melo (4. viivasyövytys),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Kristus seisoo pilvessä,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Kristus seisoo pilvessä,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Kasvot,Ateneum,no date,Tuomo Sepon kokoelma
Post Festum,Ateneum,1900,Hovingin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Pojan pää,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Poro (Poron raato),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Ateneum,2010,Rolando ja Siv Pieraccinin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Emprunt de la Défense nationale,Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Kannellinen kuppi,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Rembrandtin omakuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Rembrandtin omakuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Talvimaisema,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Mies harava ja kilpikonna kädessään,Sinebrychoffin taidemuseo,2002,Beatrice Granbergin kokoelma
Rantamaisema,Ateneum,1993,Wäinö Wallin kokoelma
Jängän reuna,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Irma,Ateneum,1919,Hovingin kokoelma
Hovioikeuden varapresidentti Henrik Georg Falkenberg af Bålby,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Jonas Castren, karikatyyri",Ateneum,1985,Edvard Richterin ja Mandi Karnakoski-Richterin testamenttikokoelma
Teatteri,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
"26 opetusmallia, ihmisten päitä ja jäseniä, sidottu vihkoksi",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"26 opetusmallia, ihmisten päitä ja jäseniä, sidottu vihkoksi",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Exlibris Guido Simberg III,Ateneum,1999,Eino Mikkolan exlibris-kokoelmat
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Abrahamin uhri,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Abrahamin uhri,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Jupiter ja Merkurius Filemonin ja Bauciin luona,Sinebrychoffin taidemuseo,1881,Göhlen kokoelma
Katuva Magdalena,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Katuva Magdalena,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Ihmeen idea (kuva XVI),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Neitsyt Maria ja lapsi pilven päällä,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Neitsyt Maria ja lapsi pilven päällä,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Karkoitus Paratiisista,Ateneum,1925,Antellin kokoelmat
Kätketty keltainen,Kiasma,2003,Skopin kokoelma
Talvitie,Ateneum,2003,Skopin kokoelma
Asetelma,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Vuorenhuiput,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Vuorenhuiput,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Yökerho,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
nimetön,Ateneum,no date,Tuomo Sepon kokoelma
Istuva sotilas kilpensä nojassa puhuen toverilleen,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Istuva sotilas kilpensä nojassa puhuen toverilleen,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"luonnoslehtiö, mm. luonnos ""maassa makaava pultsari"" -sarjakuvaan",Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Matkalla kaksipyöräisillä ajorattailla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Matkalla kaksipyöräisillä ajorattailla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kuvitusluonnos Esaias Tegnérin teokseen Frithiofs saga,Ateneum,2011,Ateneumin ystävien kokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Naisen muotokuva,Ateneum,1910,Antellin kokoelmat
?,Sinebrychoffin taidemuseo,1926,Ahlströmin kokoelma
Kristusta itketään,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kristusta itketään,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kersti mustassa puvussa,Ateneum,1919,Antellin kokoelmat
Kersti mustassa puvussa,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Kukka maljakossa,Ateneum,1945,Katarina ja Leonard Bäcksbackan lahjoituskokoelma
"Maalari Pierre Depuis, rintakuva soikiossa",Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
"Maalari Pierre Depuis, rintakuva soikiossa",Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
"Karikatyyri, Eric W. Ehrström",Ateneum,1919,Antellin kokoelmat
Maisema,Ateneum,no date,Tuomo Sepon kokoelma
Jupiter,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Vammainen,Ateneum,1997,Kokoelma Igor Eriksson
Krysanteemeja sinisessä kannussa,Ateneum,2005,Yrjö ja Nanny Kauniston kokoelma
Viimeinen ateria,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Dampierre,Ateneum,1985,Edvard Richterin ja Mandi Karnakoski-Richterin testamenttikokoelma
Emprunt de la Libération. On les a (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
La Journée Serbe 25 Juin 1916 (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Merimaisema,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Pokaali,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Pastoraali,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Pastoraali,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kauppaneuvos Lundmark,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Kaksi naista veneessä. Fuzoku-ga,Ateneum,1998,Utagawaha Monjinkai Societyn lahjoituskokoelma
Alaston,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Omakuva,Ateneum,1953,Hans Beyer Tobiesenin testamenttikokoelma
Asunnon ikkunasta pihalle,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Ruskeatukkainen tyttö,Ateneum,2003,Beatrice Granbergin kokoelma
Ivan Michailovitsch tai Ivan Aleksievitch,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Ivan Michailovitsch tai Ivan Aleksievitch,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Porvoon kirkonmäki,Ateneum,1936,Herman ja Elisabeth Hallonbladin kokoelma
"""Well met, gentleman..."".Kuvitusta Izaak Waltonin ja Charles Cottonin The Compleat Agler",Ateneum,1919,Antellin kokoelmat
"""Well met, gentleman..."".Kuvitusta Izaak Waltonin ja Charles Cottonin The Compleat Agler",Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
A-Silvia -runon kuvitus,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Yrjö Kaunisto,Ateneum,2005,Yrjö ja Nanny Kauniston kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kaalimaa,Ateneum,1953,Hans Beyer Tobiesenin testamenttikokoelma
Korttia pelaavia miehiä kahvilassa,Ateneum,1921,Gösta ja Bertha Stenmanin lahjoituskokoelma
Kuolinhetki (The Hour of Death),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kuolinhetki (The Hour of Death),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Corn. van der Geest,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Corn. van der Geest,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
?,Sinebrychoffin taidemuseo,1926,Ahlströmin kokoelma
Aatami ja Eeva,Ateneum,no date,Tuomo Sepon kokoelma
Näyttelijä Nakamura Shikan näytelmässä Motomishi hana otogi Heike (Seuranpitäjä Tairan suvusta),Ateneum,1908,Antellin kokoelmat
nimetön (salkusta Taidegrafiikkaa -84),Ateneum,2003,Skopin kokoelma
Torso,Kiasma,2003,Skopin kokoelma
Sokerikko,Sinebrychoffin taidemuseo,2002,Beatrice Granbergin kokoelma
nimetön,Ateneum,no date,Tuomo Sepon kokoelma
Hevosen selässä istuva paimentyttö ja vuohen lypsäjä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Hevosen selässä istuva paimentyttö ja vuohen lypsäjä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
"nimetön, kaupunkikuva",Ateneum,no date,Tuomo Sepon kokoelma
nimetön (luonnos) ; nuoruuden työ,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Yhdeksän muotokuvaa, mm. Elias Brenner, teoksesta ""427 Porträtter af namnkunniga Svenska män och fruntimmer""",Ateneum,1917,Aspelin-Haapkylän kokoelma
Alaston kumartuva mies,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Frederic Auguste III,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Frederic Auguste III,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
"Tiesten piispa Antonius, puolivartalokuva",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Tiesten piispa Antonius, puolivartalokuva",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Markkinat,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Markkinat,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Matkamaalauksia,no publisher,no date,Markus Heikkerön arkisto
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Katukuva,Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Pygmalion ja hänen veistoksensa,Sinebrychoffin taidemuseo,1893,Antellin kokoelmat
Pygmalion ja hänen veistoksensa,Sinebrychoffin taidemuseo,1893,H. F. Antellin testamenttikokoelma
Mennyt kesä,Kiasma,2003,Skopin kokoelma
Juopunut sileeni,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Juopunut sileeni,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Kotkat,Ateneum,1917,Antellin kokoelmat
Le Foyer du Soldat (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Kalastajaväkeä rannalla,Ateneum,1941,Arvid Souranderin lahja
Marguerite Elisabeth de Largilliere,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Marguerite Elisabeth de Largilliere,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Näköala Porvoosta,Ateneum,1914,Hovingin kokoelma
Kuningatar Kristiinan muotokuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Kuningatar Kristiinan muotokuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Veden äärellä,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Nuori lampaanlypsäjätär,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Nuori lampaanlypsäjätär,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kuvanveistäjä C. E. Sjöstrandin muotokuva,Ateneum,1916,Herman ja Elisabeth Hallonbladin kokoelma
Lieden ääressä istuva nainen,Ateneum,1936,Ahlströmin kokoelma
Vesiputous romanttisessa kalliomaisemassa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Vesiputous romanttisessa kalliomaisemassa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Kamreeri Johan Gottlob Brusell,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Yksinäisyys ja uhma (Wittgensteinin ylistys),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Explication,Kiasma,2003,Skopin kokoelma
Divani von der lincken Seite,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Divani von der lincken Seite,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Naurava omakuva,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön ; alastonmalliharjoitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön ; alastonmalliharjoitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kyntöpelto,Ateneum,2003,Skopin kokoelma
Kyläjuhla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kyläjuhla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Näyttelijät Ichikawa Danjuro VIII ja Ichikawa Kodanji IV näytelmässä Genyadana (Heikkoluonteisen Yosaburon tarina),Ateneum,1908,Antellin kokoelmat
Armoa,Ateneum,no date,Tuomo Sepon kokoelma
Rajuilma vuoristossa,Ateneum,1919,Antellin kokoelmat
Rajuilma vuoristossa,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Le mauvais Joueur - Korttia pelaavia poikia,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Le mauvais Joueur - Korttia pelaavia poikia,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Syysaamu Hakadalissa (Syysaamu Ringerikessä),Ateneum,1905,Antellin kokoelmat
Jäteauto,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kuolema ratsailla (viiden lehden sarjasta),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kuolema ratsailla (viiden lehden sarjasta),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Asetelma viulun kanssa,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Francis Annesley,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Sommitelma (IIa),Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Kyläjuhla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kyläjuhla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kahakka,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kahakka,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Luis Moia -katu 52-52B,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
nimetön (keltanokka),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Apostolien marttyyrikuolema,Sinebrychoffin taidemuseo,1923,Antellin kokoelmat
Vaeltava juutalainen,Ateneum,2012,Risto Vilhunen
Näyttelijät Ichikawa Danjuro VIII ja Ichikawa Kodanji IV näytelmässä Kagamiyama kokyo no nishikie (Vanha värikuva Kagami-vuoresta),Ateneum,1908,Antellin kokoelmat
Kustaa II Adolf,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kustaa II Adolf,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Järvimaisema Hämeestä,Ateneum,1965,Gerda ja Salomo Wuorion kokoelma
Night and Day,Kiasma,2003,Skopin kokoelma
Kuningas Kustaa III,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Rodrigue as-tu du coeur? (Le Cid). Sarjasta Physionomies tragico-classiques,Sinebrychoffin taidemuseo,2007,Ritva ja Erkki Laaton kokoelma
Jokimaisema,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
nimetön ; harjoitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Philippe Leroy,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Philippe Leroy,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Pormestari Jonas Robeck,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Samarkand,Kiasma,2003,Skopin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Maisema,Ateneum,1945,Katarina ja Leonard Bäcksbackan lahjoituskokoelma
Maija,Ateneum,no date,Tuomo Sepon kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Semaine de la Charente Infre,Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Näyttelijät Onoe Baiko ja Kataoka Nizaemon VIII näytelmässä Kanadehon chusingura (Uskolliset vasallit),Ateneum,1908,Antellin kokoelmat
"Katu, Auvers-sur-Oise",Ateneum,1903,Antellin kokoelmat
Nimetön,Kiasma,2003,Skopin kokoelma
Henrik Steenwyck,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Henrik Steenwyck,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Omakuva,Kiasma,2013,Markus Heikkerön kokoelma
Näyttelijät Ichikawa Danjuro VIII ja muita näytelmässä Mimasu no Date-zome (Upea näyttelijän viitta),Ateneum,1908,Antellin kokoelmat
Laurentius Ricci,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Laurentius Ricci,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
no title,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
Vapaus,Kiasma,2003,Skopin kokoelma
Ratsastajan idea,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Istuva nainen, päässä sulkahattu",Ateneum,1927,Katarina ja Leonard Bäcksbackan lahjoituskokoelma
Venelaituri Norjassa,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
nimetön,Ateneum,1997,Kokoelma Igor Eriksson
Pöytään nojaava maalaispoika,Ateneum,1936,Ahlströmin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Taiteilija Woldemar Toppeliuksen muotokuva,Ateneum,1923,Hovingin kokoelma
Kyläjuhlat Gondrevillessa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kyläjuhlat Gondrevillessa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Seitsemän lehden sarja lehmiä ja sonneja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Seitsemän lehden sarja lehmiä ja sonneja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Nassaun kreivi Wilhelm,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Nassaun kreivi Wilhelm,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Seitsemän veljeksen kuvitusta,Ateneum,1934,Ahlströmin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Eroottinen aihe,Ateneum,2011,Mukka
Kaksi kalaa vedessä,Ateneum,1919,Antellin kokoelmat
Kaksi kalaa vedessä,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
"Vati, kiinalainen",Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kulmasohva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Claudine Potocka,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Claudine Potocka,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Highland,Kiasma,2003,Skopin kokoelma
"Kun päivä painuu iltaan, luuletko voivasi ottaa sen itsellesi? Koska vastausta ei kuulunut: ""Oi, oi kuvastin, minkä asian partaalla me nyt olemme?",Kiasma,2008,Kansan Sivistysrahaston Päivi ja Paavo Lipposen rahaston taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Salon des armées. Réservé aux artistes du front au profit des oeuvres de guerre (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Kaksipyöräiset hevosrattaat,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kaksipyöräiset hevosrattaat,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Nuori nainen,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Puna-sini-valkoraidallinen naishahmo takaapäin,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Arkkua kannetaan,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Taivutuskulmat,Ateneum,no date,Tuomo Sepon kokoelma
"Kolme naismartyyria, venäläinen",Sinebrychoffin taidemuseo,1980,Sara Hildén
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Salkusta ""Hetkiä menneisyydestä"": Suuri yksinäisyys - Napoleon",Ateneum,2003,Skopin kokoelma
nimetön (maisema) ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Jalat koukussa nukkuva alaston,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Journée de l'Armée Afrique et des Troupes Coloniales (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
"Ariadne luodolla, pienoisveistos antiikin teoksen mukaan",Sinebrychoffin taidemuseo,1909,Herman ja Elisabeth Hallonbladin taidekokoelma
"Ariadne luodolla, pienoisveistos antiikin teoksen mukaan",Sinebrychoffin taidemuseo,1909,Herman ja Elisabeth Hallonbladin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"luonnos, alaston nainen takaa",Ateneum,no date,Tuomo Sepon kokoelma
"""Täst' ilonpäivästä hän teitä kiittää saa""",Ateneum,1903,Antellin kokoelmat
Seitsemän veljeksen kuvitusta,Ateneum,1934,Ahlströmin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kukkia maljakossa,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Wilhelm III,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Wilhelm III,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Tunturin juurella,Ateneum,2011,Mukka
"luonnoslehtiö, croquis-piirustuksia",Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Näköala Marieholmista Länsigöötanmaalta,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Näköala Marieholmista Länsigöötanmaalta,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Almanakka,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Kvinnlig modell som böjer sig framåt,Ateneum,1936,Ahlströmin kokoelma
Muoto merellä,Kiasma,2003,Skopin kokoelma
Domarring,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Sommarlandskap med ett större lövträd i mitten samt en ångbåt,Sinebrychoffin taidemuseo,1917,Aspelin-Haapkylän kokoelma
Kaakkuri,Ateneum,2003,Beatrice Granbergin kokoelma
